Datum 1  registrace,Datum 1  registrace v ČR,ZTP,ES EU,Druh vozidla,Druh vozidla 2  ř ,Kategorie vozidla,Tovární značka,Typ,Varianta,Verze,VIN,Obchodní označení,Výrobce vozidla,Výrobce motoru,Typ motoru,Max  výkon  kW     min⁻¹ ,Palivo,Zdvihový objem  cm³ ,Plně elektrické vozidlo,Hybridní vozidlo,Třída hybridního vozidla,Emisní limit  EHKOSN EHSES ,Stupeň plnění emisní úrovně,Korigovaný součinitel absorbce  m⁻¹ ,CO2 město  mimo město kombinované  g km-1 ,Specifické CO2,Snížení emisí – NEDC,Snížení emisí – WLTP,Spotřeba předpis,Spotřeba město  mimo město kombinovaná  l 100km⁻¹ ,Spotřeba při rychlosti  l 100 km⁻¹ ,Spotřeba el  mobil  Wh km  – Z,Dojezd ZR  km ,Výrobce karoserie,Druh (typ),Výrobní číslo karoserie,Barva,Barva doplňková,Počet míst celkem   k sezení   k stání,Celková délka šířka výška  mm ,Rozvor  mm ,Rozchod  mm ,Provozní hmotnost,Největší technicky přípustná povolená hmotnost  kg ,Největší technicky přípustná povolená hmotnost na nápravu  kg ,Největší technicky přípustná povolená hmotnost přípojného vozidla  kg  brzděného,Největší technicky přípustná povolená hmotnost přípojného vozidla  kg  nebrzděného,Největší technicky přípustná povolená hmotnost jízdní soupravy  kg ,Hmotnosti vozidla při testu WLTP,Průměrná hodnota užitečného zatížení,Spojovací zařízení - druh,Počet náprav - z toho poháněných,Kola a pneumatiky na nápravě - rozměry montáž  N 1; N 2; N 3; N 4 ,Vnější hluk vozidla  dB(A)  - stojícího při ot   min⁻¹ ,Za jízdy,Nejvyšší rychlost  km h⁻¹ ,Poměr Výkon Hmotnost  kW kg⁻¹ ,Inovativní technologie,Stupeň dokončení,Faktor odchylky - DE,Faktor verifikace - Vf,Účel vozidla,Další záznamy,Alternativní provedení,Číslo TP,Číslo ORV,Druh RZ,Zařazení vozidla,Status,PČV,ABS,Airbag,ASR,Brzdy nouzová,Brzdy odlehčovací,Brzdy parkovací,Brzdy provozní,Doplňkový text na TP,Hmotnosti provozní Do,Hmotnosti zatížení SZ,Hmotnosti zatížení SZ typ,Hydropohon,Objem cisterny,Zatížení střechy,Číslo motoru,Nejvyšší rychlost omezení,Ovládání brzd SZ,Ovládání brzd SZ druh,Retarder,Rok výroby,Délka do,Ložná délka,Ložná šířka,Výška do,Typ kód,RM zániku,Stupeň autonomity vozidla
01.01.1976,25.03.1983,716,,Nákladní automobil sklápěcí,.,N3,.,"ŠKODA 706 MTS 24 /",,,300464-610,.,".",".",M 634,"0 / 0",NM,"11940",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,300464-610,MODRÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,7200,16000/ 16000,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AE300432,AAB630020,NÁKLADNÍ,RSV,ZÁNIK,1780962,,,,False,False,False,False,"",,,,,0,0,0421606104,,,,,1976,,0,0,,,SLANÝ,Neuvedeno
09.10.1989,09.10.1989,1424-090-89,,TAHAČ NÁVĚSŮ,.,N3,.,"LIAZ 110.561 /",,,1,.,".",".",M1.2A-MŠ 640 F,"0 / 0",NM,"11940",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,1,MODRÁ-ZÁKLADNÍ,,4 / 2 / 0,0/ 0/ 0,0,/ / / ,7000,16000/ 16000,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AK056236,,SPECIÁLNÍ,RSV,ZÁNIK,1780963,,,,False,False,False,False,"",,,,,0,0,1,,,,,1989,,0,0,,,,Neuvedeno
01.01.1978,01.01.1978,,,OSOBNÍ AUTOMOBIL,.,M1,.,"VW GOLF 17 CK 1.5 D /",,,1773125296,.,".",".",VW GOLF 1.5 GLD,"0 / 0",NM,"1460",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,1773125296,MODRÁ-METAL,,5 / 5 / 0,0/ 0/ 0,0,/ / / ,805,1250/ 1250,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,BF436828,BAB696736,OSOBNÍ,RSV,ZÁNIK,1780964,,,,False,False,False,False,"",,,,,0,0,CK123532,,,,,1978,,0,0,,,CHRUDIM,Neuvedeno
31.07.1978,31.07.1978,1155,,AUTOBUS,.,M3,.,"AVIA 30 N SPO /",,,7800350,.,".",".",712.11,"0 / 0",NM,"3596",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,7800350,MODRÁ-ZÁKLADNÍ,,19 / 19 / 0,0/ 0/ 0,0,/ / / ,3810,5950/ 5950,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AE492793,,AUTOBUS,RSV,ZÁNIK,1780965,,,,False,False,False,False,"",,,,,0,0,02643,,,,,1978,,0,0,,,SLANÝ,Neuvedeno
31.08.1983,31.08.1983,,,Přívěs za os.automobil-nákladní,,O1,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,7/5-3570,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",PŘÍVĚS-VALNÍK,7/5-3570,BÍLÁ,ČERNÁ,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AE425224,AAI498516,PŘÍVĚS DO 750kg,RSV,ZÁNIK,1780966,False,,False,False,False,False,False,"",,,,False,,0,,,,,False,1983,,0,0,,,OLOMOUC,Neuvedeno
25.06.1990,25.06.1990,1612-086-85,,Přívěs za os.automobil,.,O1,.,"SPORT JACHT PS 400.A /",,,0467,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,0467,HNĚDÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,100,400/ 400,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AK338032,,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,1780967,,,,False,False,False,False,"",,,,,0,0,,,,,,1990,,0,0,,,,Neuvedeno
02.01.1975,02.01.1975,,,Přívěs traktorový sklápěcí,.,O3,.,"BSS P 73 S /",,,VÝMĚNN,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,VÝMENN,ZELENÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,2180,9180/ 9180,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AD700995,,PŘÍVĚS TRAKTORU,RSV,PROVOZOVANÉ,1780968,,,,False,False,False,False,"",,,,,0,0,,,,,,1975,,0,0,,,,Neuvedeno
01.01.1984,13.10.1992,1463,,AUTOBUS,.,.,.,"KAROSA LC 735.00 /",,,9159,.,".",".",ML 635,"0 / 0",NM,"11940",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,9159,FIALOVÁ-PASTEL,,45 / 45 / 0,0/ 0/ 0,0,/ / / ,9900,14275/ 14275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AH006808,AAE366729,AUTOBUS,RSV,ZÁNIK,1780969,,,,False,False,False,False,"",,,,,0,0,FA31760211,,,,,1984,,0,0,,,JESENÍK,Neuvedeno
09.06.1971,09.06.1971,,,Přívěs traktorový sklápěcí,.,O3,.,"BSS P 53 S /",,,5112749,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,5112749,MODRÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,1790,6790/ 6790,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AC579235,AAA349355,PŘÍVĚS TRAKTORU,RSV,VYŘAZENO Z PROVOZU,1780970,True,,False,False,False,False,False,"",,,,False,,0,,,,,False,1970,,0,0,,,,Neuvedeno
20.10.1986,20.10.1986,1395-085-85,,Přívěs za os.automobil,,O1,AK-2P,"AK 2 P /",,,10113,.,"INKLEMO VD, PRAHA",".",- POLOŽKA NEBYLA NAPLNĚNA,"/",- POLOŽKA NEBYLA NAP,"",NE,NE,, / ,,"", /  / ,,,,"","0 / 0 / 0","0 /",,,"",,,HNĚDÁ-ZÁKLADNÍ,,0 / 0 / 0,2500/ 1500/ 730,0,/ / / ,80,400/ 400,370/ 370|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,, TŘÍDA B50-X,1/ -0,"4 X 8" SCOOTER/ 2.45 X 8", TYP - A|/ |/ |/ |","0/ 0",0,80,,,,,,Běžný provoz,"",,AI128619,UAK801240,PŘÍVĚS DO 750kg,RSV,ZÁNIK,1780971,,,,,,,,"",,,,,,0,,,,,,1986,,1500,1140,,,KROMĚŘÍŽ,Neuvedeno
28.12.1988,28.12.1988,2768-001-93,,Skútr,.,L3,.,"SIMSON SKUTR SR 50/18 /",,,8130156,.,".",".",SR 50/18,"0 / 0",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,8130156,ČERVENÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,83,260/ 260,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AI956269,,MALÝ MOTOCYKL,RSV,ZÁNIK,1780972,,,,False,False,False,False,"",,,,,0,0,5698698,,,,,1988,,0,0,,,TŘEBÍČ,Neuvedeno
01.04.1985,01.04.1985,,,Přívěs za os.automobil-nákladní,,O1,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,4/6-3061,.,".","",,"/",,"",NE,NE,, / ,Neuvedeno,"0", /  / ,,,,"","0 / 0 / 0","",,,".",PŘÍVĚS-VALNÍK,4/6-3061,ČERVENÁ-ZÁKLADNÍ,HNĚDÁ-SVĚTLÁ,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,,,,,,,"",,AH192138,PAP,PŘÍVĚS DO 750kg,RSV,ZÁNIK,1780973,,,,False,False,False,False,"",,,,,,0,,,,,,1985,,0,0,,,LOVOSICE,Neuvedeno
01.01.1979,13.02.1980,1241,,Přívěs za os.automobil,.,O1,.,"JP 450 /",,,051,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,051,ZELENÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,300,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AE978625,AAA627355,PŘÍVĚS DO 750kg,RSV,ZÁNIK,1780974,,,,False,False,False,False,"",,,,,0,0,,,,,,1979,,0,0,,,MD (vozidlo bez RM),Neuvedeno
01.01.1988,16.02.1989,1899,,Přívěs traktorový speciální,.,O3,.,"BSS PS2 09.07 AGRO /",,,2945/88,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,2945/88,HNĚDÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,2300,9000/ 9000,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AI741609,,PŘÍVĚS TRAKTORU,RSV,ZÁNIK,1780975,,,,False,False,False,False,"",,,,,0,0,,,,,,1988,,0,0,,,BRUNTÁL,Neuvedeno
09.08.1989,09.08.1989,1899,,Přívěs traktorový speciální,,O3,BSS,"BSS PS2 09.07 AGRO / PS2",,,3399,BSS PS2 09.07 AGRO,"BSS n.p., záv. 02, Senice/H.","",,"/",,"",NE,NE,, / ,Neuvedeno,"0", /  / ,,,,"","0 / 0 / 0","",,,"BSS n.p., záv. 02, Senice/H.",PŘÍVĚS SKLÁPĚCÍ,3399,ČERVENÁ-ZÁKLADNÍ,,0 / 0 / 0,6400/ 2500/ 2250,2950,/ / / ,2300,9000/ 9000,4500/ 4500|4500/ 4500|/ |/ |,0/ 0,0/ 0,0/ 0,,,ZÁVĚSNÉ OKO PRŮMĚR 40 MM,2/ -0,"12,5 - 18 ZS 4 10 PR/ 11 X 18|12,5 - 18 ZS 4 10 PR/ 11 X 18|/ |/ |","0/ 0",0,25,,,,,,,"Alternativně možno použít pneu o rozměru 14,5/80-18 12 PR, mění se (údaje uvedené|v závorce čl. č. 5 a čl. č. 6a, 6b).|Povolena výjimka z ustanovení vyhlášky FMD č. 41/84 Sb.: § 45 odst. 8.",,AI742298,AAF173480,PŘÍVĚS TRAKTORU,RSV,PROVOZOVANÉ,1780976,,,,False,False,False,False,"Alternativně možno použít pneu o rozměru 14,5/80-18 12 PR, mění se (údaje uvedené|v závorce čl. č. 5 a čl. č. 6a, 6b).|Povolena výjimka z ustanovení vyhlášky FMD č. 41/84 Sb.: § 45 odst. 8.",,,,,,0,,,,,,1989,,4440,2333,,PS2,,Neuvedeno
02.07.1981,02.07.1981,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 120 L TMB12M00L / TMB12M00L",L,,B2429234,120,".","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,"36 / 5000",BA 90,"1174",NE,NE,, / ,,"0", /  / ,,,,"ČSN","9 / 6.4 / 9.2","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,B2429234,BÍLÁ,,5 / 5 / 0,4200/ 1610/ 1400,2400,/ / / ,875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,"165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |","93/ 0",80,140,0,,,,,,"",,AG114818,AAF212308,OSOBNÍ,RSV,ZÁNIK,1780977,False,,False,True,False,True,True,"",,,,,0,50,460250/2,,,,,1981,,0,0,,TMB12M00L,VSETÍN,Neuvedeno
28.06.1979,28.06.1979,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 120 L TMB12M00L / TMB12M00L",L,,2081086,120,".","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,"36 / 5000",BA 90,"1174",NE,NE,, / ,,"0", /  / ,,,,"ČSN","9 / 6.4 / 9.2","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,2081086,MODROZEL-SVĚTLÁ,,5 / 5 / 0,4200/ 1610/ 1400,2400,/ / / ,875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,"165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |","93/ 0",80,140,0,,,,,,"",,AC116879,,OSOBNÍ,RSV,ZÁNIK,1780978,False,,False,True,False,True,True,"",,,,,0,50,096068/2,,,,,1979,,0,0,,TMB12M00L,TRHOVÉ SVINY,Neuvedeno
13.12.1977,13.12.1977,0553-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-20 PIONÝR /",,,1429021,50-20 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 20,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,1429021,ČERVENÁ-ZÁKLADNÍ,,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,ZÁNIK,1780979,,,,True,False,False,True,"",,,,,0,0,1429021,,,,,1977,,0,0,,,MD (vozidlo bez RM),Neuvedeno
01.01.1970,14.05.1986,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 100 / 722",,,636514,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,"35 / 4750",BA 84,"988",NE,NE,, / ,,"0", /  / ,,,,"ČSN","0 / 0 / 0","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,636514,ZEL-ŽLUTÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,/ / / ,805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,"155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |","0/ 0",82,125,0,,,,,,"",,AC350556,,OSOBNÍ,RSV,ZÁNIK,1780980,False,,False,False,False,True,True,"",,,,,0,0,625448-8,,,,,1970,,0,0,,722,MD (vozidlo bez RM),Neuvedeno
01.01.1969,29.04.1994,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 100 / 722",,,100060,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,"35 / 4750",BA 84,"988",NE,NE,, / ,,"0", /  / ,,,,"ČSN","0 / 0 / 0","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,100060,ŽLUTÁ-PASTEL,,5 / 5 / 0,4155/ 1620/ 1380,2400,/ / / ,805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,"155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |","0/ 0",82,125,0,,,,,,"",,AC267559,,OSOBNÍ,RSV,ZÁNIK,1780981,False,,False,False,False,True,True,"",,,,,0,0,409394/7,,,,,1969,,0,0,,722,BRNO,Neuvedeno
01.01.1978,02.07.1990,0556-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-21 PIONÝR /",,,1994231,50-21 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 21,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,1994231,ŽLUTÁ-ZÁKLADNÍ,,2 / 2 / 0,1780/ 570/ 940,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,ZÁNIK,1780982,,,,True,False,False,True,"",,,,,0,0,1994231,,,,,1978,,0,0,,,,Neuvedeno
01.01.1975,12.10.1988,0556-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-21 PIONÝR /",,,1276103,50-21 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 21,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,1276103,MODRÁ-ZÁKLADNÍ,,2 / 2 / 0,1780/ 570/ 940,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,ZÁNIK,1780983,,,,True,False,False,True,"",,,,,0,0,1276103,,,,,1975,,0,0,,,MORAVSKÉ BUDĚJOVICE,Neuvedeno
01.01.1974,29.09.1977,,,Přívěs za os.automobil-nákladní,.,O2,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,4/7-1261,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,4/7-1261,HNĚDÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AE071156,,PŘÍVĚS DO 750kg,RSV,ZÁNIK,1780984,,,,False,False,False,False,"",,,,,0,0,,,,,,1974,,0,0,,,ŽATEC,Neuvedeno
08.07.1976,08.07.1976,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 100 / 722",,,1595124,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,"35 / 4750",BA 84,"988",NE,NE,, / ,,"0", /  / ,,,,"ČSN","0 / 0 / 0","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,1595124,MODRÁ-SVĚTLÁ,,5 / 5 / 0,4155/ 1620/ 1380,2400,/ / / ,805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,"155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |","0/ 0",82,125,0,,,,,,"",,AE163997,,OSOBNÍ,RSV,ZÁNIK,1780985,False,,False,False,False,True,True,"",,,,,0,0,434555/7,,,,,1976,,0,0,,722,HRADEC KRÁLOVÉ,Neuvedeno
17.04.1980,17.04.1980,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 120 L TMB12M00L / TMB12M00L",L,,A2225941,120,".","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,"36 / 5000",BA 90,"1174",NE,NE,, / ,,"0", /  / ,,,,"ČSN","9 / 6.4 / 9.2","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,A2225941,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,/ / / ,875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,"165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |","93/ 0",80,140,0,,,,,,"",,AG085364,BAA318503,STD. SILNIČNÍ,RSV,ZÁNIK,1780986,False,,False,True,False,True,True,"",,,,False,,50,246020/2,,,,False,1980,,0,0,,TMB12M00L,FRÝDEK-MÍSTEK,Neuvedeno
01.01.1981,19.08.1982,1047-002-82,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 120 /",,,C2508661,120,".","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12,"38 / 5000",BA 90,"1174",NE,NE,, / ,,"0", /  / ,,,,"ČSN","9 / 6.4 / 9.2","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,C2508661,ORANŽOVÁ-ZÁKLADNÍ,,5 / 5 / 0,4160/ 1595/ 1400,2400,/ / / ,855,1255/ 1255,530/ 530|725/ 725|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,"165 SR 13/ 4.5J X 13|165 SR 13/ 4.5J X 13|/ |/ |","0/ 0",80,132,0,,,,,,"",,AG438385,AAB647377,OSOBNÍ,RSV,ZÁNIK,1780987,False,,False,True,False,True,True,"",,,,,0,50,541389/2,,,,,1981,,0,0,,,RAKOVNÍK,Neuvedeno
29.07.1980,29.07.1980,0556-001-01,,MOTOCYKL,.,L3,JAWA,"JAWA 50-23 MUSTANG /",,,1654492,50-23 MUSTANG,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 23,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,1654492,ČERVENÁ-ZÁKLADNÍ,,2 / 2 / 0,1800/ 585/ 940,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,ZÁNIK,1780988,,,,True,False,False,True,"",,,,,0,0,1654492,,,,,1980,,0,0,,,BEROUN,Neuvedeno
