Datum 1  registrace,Datum 1  registrace v ČR,ZTP,ES EU,Druh vozidla,Druh vozidla 2  ř ,Kategorie vozidla,Tovární značka,Typ,Varianta,Verze,VIN,Obchodní označení,Výrobce vozidla,Výrobce motoru,Typ motoru,Max  výkon  kW     min⁻¹ ,Palivo,Zdvihový objem  cm³ ,Plně elektrické vozidlo,Hybridní vozidlo,Třída hybridního vozidla,Emisní limit  EHKOSN EHSES ,Stupeň plnění emisní úrovně,Korigovaný součinitel absorbce  m⁻¹ ,CO2 město  mimo město kombinované  g km-1 ,Specifické CO2,Snížení emisí – NEDC,Snížení emisí – WLTP,Spotřeba předpis,Spotřeba město  mimo město kombinovaná  l 100km⁻¹ ,Spotřeba při rychlosti  l 100 km⁻¹ ,Spotřeba el  mobil  Wh km  – Z,Dojezd ZR  km ,Výrobce karoserie,Druh (typ),Výrobní číslo karoserie,Barva,Barva doplňková,Počet míst celkem   k sezení   k stání,Celková délka šířka výška  mm ,Rozvor  mm ,Rozchod  mm ,Provozní hmotnost,Největší technicky přípustná povolená hmotnost  kg ,Největší technicky přípustná povolená hmotnost na nápravu  kg ,Největší technicky přípustná povolená hmotnost přípojného vozidla  kg  brzděného,Největší technicky přípustná povolená hmotnost přípojného vozidla  kg  nebrzděného,Největší technicky přípustná povolená hmotnost jízdní soupravy  kg ,Hmotnosti vozidla při testu WLTP,Průměrná hodnota užitečného zatížení,Spojovací zařízení - druh,Počet náprav - z toho poháněných,Kola a pneumatiky na nápravě - rozměry montáž  N 1; N 2; N 3; N 4 ,Vnější hluk vozidla  dB(A)  - stojícího při ot   min⁻¹ ,Za jízdy,Nejvyšší rychlost  km h⁻¹ ,Poměr Výkon Hmotnost  kW kg⁻¹ ,Inovativní technologie,Stupeň dokončení,Faktor odchylky - DE,Faktor verifikace - Vf,Účel vozidla,Další záznamy,Alternativní provedení,Číslo TP,Číslo ORV,Druh RZ,Zařazení vozidla,Status,PČV,ABS,Airbag,ASR,Brzdy nouzová,Brzdy odlehčovací,Brzdy parkovací,Brzdy provozní,Doplňkový text na TP,Hmotnosti provozní Do,Hmotnosti zatížení SZ,Hmotnosti zatížení SZ typ,Hydropohon,Objem cisterny,Zatížení střechy,Číslo motoru,Nejvyšší rychlost omezení,Ovládání brzd SZ,Ovládání brzd SZ druh,Retarder,Rok výroby,Délka do,Ložná délka,Ložná šířka,Výška do,Typ kód,RM zániku,Stupeň autonomity vozidla
24.01.1969,24.01.1969,571-001-67,,Traktor kolový,,T1,ZETOR,"ZETOR 5611 /",,,9120,5611,"ZÁVODY NA VALIVÁ LOŽISKA A TRAKTORY, N.P. BRNO","ZJŠ, n.p. Brno",Z 5501,"38 / 2200",NM,"3120",NE,NE,, / ,Neuvedeno,"0", /  / ,,,,"","0 / 0 / 0","",,,"ZKL, N.P. BRNO",TRAKTOR KOLOVÝ ZEMĚDĚLSKÝ,9009,MODRÁ-ZÁKLADNÍ,,2 / 2 / 0,3740/ 1790/ 2457,2257,/ / / ,3080,4240/ 4240,1100/ 1100|3140/ 3140|/ |/ |,7250/ 7250,0/ 0,0/ 0,,, ODPÉROVANÝ,2/ -1 ZADNÍ,"6.00 - 18 TP3/ 4.00 E X 18|14.9/13 - 28 T26/ W 12 - 28|/ |/ |","0/ 0",0,25,,,,,,Běžný provoz,"VOZIDLO PLNÍ POŽADAVKY ZÁKONA Č. 56/2001 SB.",,ZA091320,ZAA178489,TRAKTOR,RSV,PROVOZOVANÉ,1318367,False,,False,False,False,False,False,"VOZIDLO PLNÍ POŽADAVKY ZÁKONA Č. 56/2001 SB.",,,,False,,0,5558076,,,,False,1968,,0,0,,,,Neuvedeno
29.12.1983,29.12.1983,,,Přívěs za os.automobil-nákladní,.,O1,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,1/4-4285,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,1/4-4285,ČERVENÁ-TMAVÁ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AG958077,BAD101200,PŘÍVĚS DO 750kg,RSV,ZÁNIK,1318368,,,,False,False,False,False,"",,,,,0,0,,,,,,1983,,0,0,,,KOLÍN,Neuvedeno
01.01.1983,01.01.1983,,,Přívěs za os.automobil-nákladní,,O1,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,2/4-2926,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",PŘÍVĚS-VALNÍK,2/4-2926,NEZJIŠTĚNO,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,Běžný provoz,"",,AG679408,PAP,STD. SILNIČNÍ,RSV,ZÁNIK,1318369,True,,False,False,False,False,False,"",,,,False,,0,,,,,False,1983,,0,0,,,PELHŘIMOV,Neuvedeno
03.12.1969,03.12.1969,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 100 / 722",,,9075326,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,"35 / 4750",BA 84,"988",NE,NE,, / ,,"0", /  / ,,,,"ČSN","0 / 0 / 0","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,9075326,ORANŽOVÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,/ / / ,805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,"155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |","0/ 0",82,125,0,,,,,,"",,AC456140,BAA366830,OSOBNÍ,RSV,ZÁNIK,1318370,False,,False,False,False,True,True,"",,,,,0,0,4784538,,,,,1969,,0,0,,722,KLATOVY,Neuvedeno
20.06.1988,20.06.1988,1501-001-00,,MOTOCYKL,.,L3,SIMSON,"SIMSON S 51/B 2-4 /",,,6041180,S 51 B 2-4,"VEB, SUHL, NDR","VEB, SUHL, NDR",M 541/9 KF,"2 / 5500",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"VEB, SUHL, NDR",.,6041180,ORANŽOVÁ-SVĚTLÁ,,2 / 2 / 0,1890/ 770/ 1195,1210,/ / / ,80,260/ 260,80/ 80|180/ 180|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 16-3|2.75-16/ 1.50 A X 16-3|/ |/ |","81/ 0",74,60,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,PROVOZOVANÉ,1318371,,,,True,False,False,True,"",,,,,0,0,5590182,,,,,1988,,0,0,,,,Neuvedeno
01.01.1984,01.01.1984,,,Přívěs za os.automobil-nákladní,.,O1,VLASTNÍ VÝROBY,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,6/1-2098,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"VLASTNÍ VÝROBA",.,6/1-2098,ČERNÁ,HNĚDÁ-ZÁKLADNÍ,0 / 0 / 0,2230/ 1530/ 760,0,/ / / ,90,400/ 400,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,B50-X,1/ -0,"4,00 x 8 SCOOTER/ 2,45 X 8|/ |/ |/ |","0/ 0",0,80,0,,,,,,"",,AG993659,UAL012439,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,1318372,False,,False,False,False,False,False,"",,,,,,0,,,,,False,1984,,1300,1100,,,,Neuvedeno
18.06.1985,18.06.1985,,,Přívěs za os.automobil-nákladní,,O1,PŘÍVĚS VLASTNÍ VÝROBY,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,1/2-5867,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",PŘÍVĚS-VALNÍK,1/2-5867,HNĚDÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,Běžný provoz,"",,AH649630,AAK356932,PŘÍVĚS DO 750kg,RSV,ZÁNIK,1318373,,,,False,False,False,False,"",,,,,,0,,,,,,1985,,0,0,,,BEROUN,Neuvedeno
24.06.1985,24.06.1985,284,,PŘÍPOJNÉ VOZIDLO,,.,NETOVÁRNÍ VÝROBA,"PŘÍVĚSNÝ VOZÍK /",,,5/42798,.,"NETOVÁRNÍ VÝROBA",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",.,"0",NE,NE,, / ,Neuvedeno,"0", /  / ,,,,"","0 / 0 / 0","",,,"NETOVÁRNÍ VÝROBA",VALNÍK,5/42798,ZELENÁ-ZÁKLADNÍ,HNĚDÁ,0 / 0 / 0,2600/ 1500/ 780,0,/ / / ,120,400/ 400,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,, TŘÍDA B50-X,1/ -0,"155-14/ 4 1/2J X 14|155-14/ 4 1/2J X 14|/ |/ |","0/ 0",0,80,,,,,,Běžný provoz,"",,,UBI140775,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,1318374,,,,False,False,False,False,"",,,,,,0,,,,,,1985,,1800,1100,,,,Neuvedeno
23.09.1965,23.09.1965,414,,Traktor kolový,,T1,ZETOR,"ZETOR 4011 /",,,21414,4011,"ZKL, N.P. BRNO","ZJŠ, n.p. Brno",Z 4001,"45 / 2000",NM,"3120",NE,NE,, / ,Neuvedeno,"", /  / ,,,,"","/  /","",,,"ZKL, N.P., BRNO",bez budky traktoristy,,MODRÁ-ZÁKLADNÍ,,2 / 2 / 0,3450/ 1855/ 1620,2125,/ / / ,2675,2835/ 2835,/ |/ |/ |/ |,6000/ 6000,0/ 0,0/ 0,,, ODPÉROVANÝ,2/ -1,"6,00-18 TP 2/ 4,00 E X 18|13-28 T 26/ W 12 X 28|/ |/ |","/",,26,,,,,,Běžný provoz,"KONSTRUKČNÍ APLIKACE ZÁKLADNÍHO PROVEDENÍ ZETOR 4011: ZETOR 4011 S BUDKOU ŘIDIČE: ZMĚNA ÚDAJŮ: VÝŠKA 2250 MM/ CELKOVÁ VÁHA 2935 KG/ POVOLENÉ VÝJIMKY Z USTANOVENÍ VYHLÁŠKY Č. 145/58: A) Z § 24 ODST. 4 SPODNÍ HRANA ODRAZ. SKLA JE 1033 MM OD ZEMĚ, B) §10 T.J. ŽE SVĚTLOMETY BUDOU PŘI NAMONTOVÁNÍ PŘÍDAVNÝCH ZÁVAŽÍ NA ZADNÍ KOLA 434 MM OD JEŠ. VNĚJŠÍHO OBRYSU TRAKTORU.",,AB505272,ZAA029277,TRAKTOR,RSV,PROVOZOVANÉ,1318375,,,,False,False,False,False,"KONSTRUKČNÍ APLIKACE ZÁKLADNÍHO PROVEDENÍ ZETOR 4011: ZETOR 4011 S BUDKOU ŘIDIČE: ZMĚNA ÚDAJŮ: VÝŠKA 2250 MM/ CELKOVÁ VÁHA 2935 KG/ POVOLENÉ VÝJIMKY Z USTANOVENÍ VYHLÁŠKY Č. 145/58: A) Z § 24 ODST. 4 SPODNÍ HRANA ODRAZ. SKLA JE 1033 MM OD ZEMĚ, B) §10 T.J. ŽE SVĚTLOMETY BUDOU PŘI NAMONTOVÁNÍ PŘÍDAVNÝCH ZÁVAŽÍ NA ZADNÍ KOLA 434 MM OD JEŠ. VNĚJŠÍHO OBRYSU TRAKTORU.",,,,,,0,21988,,,,,1965,,0,0,,,,Neuvedeno
13.04.1977,13.04.1977,1055,,OSOBNÍ AUTOMOBIL,.,M1,.,"MOSKVIČ 2140 /",,,127489,.,".",".",412,"0 / 0",BA 96,"1478",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,127489,ŠEDÁ-SVĚTLÁ,,5 / 5 / 0,0/ 0/ 0,0,/ / / ,1060,1460/ 1460,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AE448835,AAA038980,OSOBNÍ,RSV,PROVOZOVANÉ,1318376,,,,False,False,False,False,"",,,,,0,0,1490708,,,,,1977,,0,0,,,,Neuvedeno
01.01.1980,18.03.1992,,,OSOBNÍ AUTOMOBIL,.,M1,.,"AUDI 100 2.0 D WAUZZZ43Z /",,,WAUZZZ43ZCN035312,.,".",".",AUDI 2.0 D,"0 / 0",NM,"1962",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,WAUZZZ43ZCN035312,HNĚDÁ-PASTEL,,5 / 5 / 0,0/ 0/ 0,0,/ / / ,1210,1670/ 1670,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AL031767,AAJ425134,OSOBNÍ,RSV,PROVOZOVANÉ,1318377,,,,False,False,False,False,"",,,,,0,0,CN078624,,,,,1980,,0,0,,,,Neuvedeno
22.10.1973,22.10.1973,0556-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-21 PIONÝR /",,,1140643,50-21 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 21,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,1140643,ČERVENÁ-TMAVÁ,,2 / 2 / 0,1780/ 570/ 940,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,PROVOZOVANÉ,1318378,,,,True,False,False,True,"",,,,,0,0,1140643,,,,,1973,,0,0,,,,Neuvedeno
01.01.1968,19.03.1980,0553-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-20 PIONÝR /",,,812565,50-20 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 20,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,812565,NEZJIŠTĚNO,,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,ZÁNIK,1318379,,,,True,False,False,True,"",,,,,0,0,812565,,,,,1968,,0,0,,,DOMAŽLICE,Neuvedeno
09.04.1980,09.04.1980,0553-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-20 PIONÝR /",,,1644628,50-20 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 20,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,1644628,NEZJIŠTĚNO,,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,ZÁNIK,1318380,,,,True,False,False,True,"",,,,,0,0,1644628,,,,,1980,,0,0,,,DOMAŽLICE,Neuvedeno
01.09.1972,01.09.1972,0553-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-20 PIONÝR /",,,598347,50-20 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 20,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,598347,MODRÁ-ZÁKLADNÍ,ŠEDÁ-ZÁKLADNÍ,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,ZÁNIK,1318381,,,,True,False,False,True,"",,,,,0,0,598347,,,,,1972,,0,0,,,RAKOVNÍK,Neuvedeno
10.03.1980,10.03.1980,0553-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-20 PIONÝR /",,,1631627,50-20 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 20,"2 / 6700",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,1631627,NEZJIŠTĚNO,,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,70,230/ 230,62/ 62|168/ 168|/ |/ |,0/ 0,60/ 60,0/ 0,,,.,2/ -1 ZADNÍ,"2.75-16/ 1.50 A X 2|2.75-16/ 1.50 A X 2|/ |/ |","0/ 0",0,65,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,PROVOZOVANÉ,1318382,,,,True,False,False,True,"",,,,,0,0,1631627,,,,,1980,,0,0,,,,Neuvedeno
04.11.1986,04.11.1986,1046-001-84,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 105 L TMB10M00L / TMB10M00L",L,,TMB10M00LH3345279,105,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.10 M II,"33 / 4800",BA 90,"1046",NE,NE,, / ,,"0", /  / ,,,,"ČSN","8.4 / 6.3 / 9.1","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,TMB10M00LH3345279,HNĚDÁ-PASTEL,,5 / 5 / 0,4200/ 1610/ 1400,2400,/ / / ,875,1275/ 1275,540/ 540|735/ 735|/ |/ |,600/ 600,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,"165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |","0/ 0",0,130,0,,,,,,"",,AI225719,AAH698733,OSOBNÍ,RSV,ZÁNIK,1318383,False,,False,True,False,True,True,"",,,,,0,50,239452/1,,,,,1986,,0,0,,TMB10M00L,NOVÝ JIČÍN,Neuvedeno
24.06.1977,24.06.1977,,,Přívěs za os.automobil-obytný,,O2,.,"PŘÍVĚS VLASTNÍ VÝROBY OBYTNÝ /",,,6/3-1843,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",PŘÍVĚS OBYTNÝ,6/3-1843,BÍLÁ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AC062051,AAB512710,STD. SILNIČNÍ,RSV,ZÁNIK,1318384,False,,False,False,False,False,False,"",,,,False,,0,,,,,False,1977,,0,0,,,BLANSKO,Neuvedeno
01.01.1974,12.08.1982,656-001-68,,OSOBNÍ AUTOMOBIL,.,M1,.,"FIAT 125 P 1500 /",,,354629,.,".",".",115 C.076,"0 / 0",BA 96,"1481",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,354629,HNĚDÁ-ZÁKLADNÍ,,5 / 5 / 0,0/ 0/ 0,0,/ / / ,980,1370/ 1370,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AD731314,,OSOBNÍ,RSV,PROVOZOVANÉ,1318385,,,,False,False,False,False,"",,,,,0,0,205368,,,,,1974,,0,0,,,,Neuvedeno
01.01.1990,01.01.1990,,,Přívěs za os.automobil-nákladní,.,O2,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,1/5-2858,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,1/5-2858,ČERVENÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AE826289,,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,1318386,True,,False,False,False,False,False,"",,,,False,,0,,,,,False,1982,,0,0,,,,Neuvedeno
18.11.1983,18.11.1983,,,Přívěs za os.automobil-nákladní,.,O1,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,2/4-2925,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,2/4-2925,HNĚDÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AG679406,,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,1318387,,,,False,False,False,False,"",,,,,0,0,,,,,,1983,,0,0,,,,Neuvedeno
14.07.1982,14.07.1982,,,Přívěs za os.automobil-nákladní,.,O1,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,4/8-2658,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,4/8-2658,HNĚDÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AF136765,AAG077045,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,1318388,,,,False,False,False,False,"",,,,,0,0,,,,,,1982,,0,0,,,,Neuvedeno
14.07.1982,14.07.1982,,,Přívěs za os.automobil-nákladní,.,O1,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,4/8-2659,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,4/8-2659,ZELENÁ-ZÁKLADNÍ,HNĚDÁ-ZÁKLADNÍ,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AF136766,,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,1318389,,,,False,False,False,False,"",,,,,0,0,,,,,,1982,,0,0,,,,Neuvedeno
15.03.1984,15.03.1984,,,Přívěs za os.automobil-nákladní,.,O1,.,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,6/12-1950,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,6/12-1950,ČERVENÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,750,750/ 750,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AG982540,UAC334791,PŘÍVĚS DO 750kg,RSV,ZÁNIK,1318390,,,,False,False,False,False,"",,,,,0,0,,,,,,1984,,0,0,,,VYŠKOV,Neuvedeno
15.03.1984,15.03.1984,,,Přívěs za os.automobil-nákladní,,O1,PŘÍVĚS VLASTNÍ VÝROBY,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,6/12-1951,,".VLASTNÍ VÝROBY","",,"/",.,"",NE,NE,, / ,,"", /  / ,,,,"","0 / 0 / 0","",,,"",PŘÍVĚS-VALNÍK,6/12-1951,ČERVENÁ,,0 / 0 / 0,2130/ 1300/ 910,0,/ / / ,100,350/ 350,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,,1/ -0,"/ |/ |/ |/ |","0/ 0",0,80,0,,,,,,"",,AG982541,UBB862933,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,1318391,,,,False,False,False,False,"",,,,,,0,,,,,,1984,,1300,1000,,,,Neuvedeno
